Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Connection_Duration,Packets_Per_Second,Error_Rate,Login_Attempts,Bytes_Sent,Bytes_Received,Traffic_Flag,MAC_Address,Label
2026-01-02 10:51:44,221.237.203.241,173.87.146.103,58480,21,ICMP,,519.0,,0.4576985875133356,15,,,DoS,a5:47:fc:b8:bd:18,1
,115.214.165.11,167.226.25.137,46615,443,TCP,,245.0,,0.805399669135475,9,,,Probe,01:73:3d:14:73:c2,0
2026-01-04 17:19:19,149.161.95.171,83.91.203.125,3947,8080,TCP,1680.0,,4082.0,,6,7111.0,24128.0,Probe,fa:95:d8:09:3c:a0,1
,216.224.229.73,147.40.227.131,14929,22,ICMP,1958.0,186.0,4341.0,0.9452482312071853,23,32930.0,41461.0,Normal,77:e0:28:6a:1f:8a,1
2026-01-01 06:26:45,168.101.171.235,10.37.154.249,5390,21,TCP,417.0,131.0,366.0,0.6540268390706102,19,50932.0,26050.0,Normal,04:1d:e1:e9:61:67,1
2026-01-04 12:53:44,90.71.136.213,150.206.228.239,44663,21,TCP,515.0,449.0,2146.0,0.8852308177391011,6,6959.0,10008.0,Normal,67:05:21:5f:f9:9b,0
2026-01-01 00:35:26,72.156.109.30,82.10.185.36,24889,443,ICMP,855.0,373.0,1555.0,0.8633567738554417,8,47135.0,32980.0,Normal,8c:22:78:1d:47:04,0
2026-01-02 10:19:10,123.217.153.206,189.84.192.43,42194,443,TCP,914.0,505.0,642.0,0.4005668451564032,6,1117.0,15253.0,Normal,37:c1:ff:c2:a6:8d,0
2026-01-01 19:30:40,209.213.190.13,221.188.69.95,58570,22,TCP,687.0,784.0,3093.0,0.2778675843510088,15,1810.0,18592.0,Suspicious,22:29:6a:39:c8:b5,0
2026-01-02 04:23:31,169.161.4.215,180.182.118.50,38985,80,TCP,1326.0,403.0,1526.0,0.04737042802605951,17,46924.0,65590.0,Normal,1e:b5:c3:de:e3:60,0
2026-01-06 17:02:36,94.28.39.91,107.39.91.191,33798,8080,ICMP,1285.0,470.0,4986.0,0.7645995786994207,18,35871.0,69302.0,Probe,46:6d:40:36:e0:ad,0
2026-01-06 12:28:06,103.9.7.150,211.46.31.249,56833,53,UDP,111.0,182.0,445.0,0.2254469856911594,6,11337.0,40812.0,Normal,be:25:00:d4:f5:d2,0
2026-01-02 20:06:26,32.3.9.180,48.167.105.199,51855,80,UDP,1704.0,600.0,2930.0,0.2580179846727476,2,14696.0,4899.0,Normal,82:6d:19:00:9b:af,0
2026-01-04 06:06:39,204.196.158.198,224.237.242.76,65095,53,ICMP,935.0,37.0,5596.0,0.7220998023984787,4,48934.0,213.0,Normal,eb:3f:dc:c7:1e:06,0
2026-01-03 05:19:25,238.120.116.74,59.69.201.92,50465,22,ICMP,820.0,45.0,592.0,0.057746599320804615,21,20342.0,20070.0,Probe,bd:cb:54:05:43:69,1
2026-01-05 16:26:19,30.137.2.193,231.197.235.36,33249,22,UDP,,563.0,,0.2988182269574906,2,,,Normal,9f:57:dd:34:b6:26,0
2026-01-06 10:48:33,250.241.230.115,101.42.74.42,54520,22,UDP,1054.0,552.0,3811.0,0.09957925112454635,18,5791.0,40581.0,Normal,ff:a0:ba:66:30:e9,0
2026-01-02 10:58:44,234.141.203.180,13.243.184.69,58163,8080,UDP,1619.0,55.0,1135.0,0.9328187624935252,3,57997.0,50509.0,Normal,e9:e1:5a:ca:8e:cf,1
2026-01-02 21:46:57,133.221.239.84,236.118.57.154,63971,21,TCP,1298.0,405.0,2032.0,0.8803682998408573,2,42250.0,25271.0,Normal,80:c7:53:91:a2:35,0
2026-01-05 01:05:37,176.190.42.162,151.217.243.197,35683,80,ICMP,1346.0,154.0,2086.0,0.5815791291708512,20,22396.0,54225.0,Probe,3a:7c:6b:58:78:55,1
2026-01-04 07:57:04,,43.86.225.247,2397,21,TCP,1571.0,761.0,4691.0,0.8321914113940754,6,54971.0,64699.0,Normal,,1
2026-01-03 17:37:36,94.86.186.197,228.199.199.240,37673,21,ICMP,131.0,257.0,3912.0,0.15095148251305823,19,34261.0,53235.0,Normal,fe:f0:e6:47:b9:47,1
2026-01-03 15:30:05,,162.58.237.254,28188,443,ICMP,1048.0,425.0,4114.0,0.15790795989618522,5,38816.0,65296.0,Normal,,0
2026-01-03 20:26:41,240.44.129.63,240.56.249.223,61592,53,TCP,1973.0,185.0,345.0,0.7099438373433807,2,7172.0,36036.0,Normal,4b:8a:11:03:54:8f,0
2026-01-01 09:27:55,107.205.18.155,204.159.2.35,51701,22,UDP,1874.0,596.0,2410.0,0.1413984868932422,3,17779.0,22589.0,Normal,14:cb:46:25:34:9b,0
2026-01-04 23:05:48,83.165.199.216,145.211.182.248,54777,80,ICMP,480.0,466.0,1940.0,0.9861695384904667,2,14859.0,53245.0,DoS,64:62:af:79:ce:69,1
2026-01-04 13:07:50,103.143.55.134,79.171.122.183,56990,21,UDP,813.0,284.0,1146.0,0.7208895244551926,7,59594.0,6107.0,DoS,e4:a9:7c:19:df:ea,1
2026-01-02 23:17:10,44.9.50.0,171.118.230.102,19382,53,ICMP,542.0,730.0,4695.0,0.06253127511451206,14,21924.0,4806.0,Normal,42:b1:af:8a:5a:5d,0
2026-01-06 02:55:34,44.68.14.237,21.167.227.228,62078,80,ICMP,1960.0,718.0,1027.0,0.585759851571111,14,28487.0,30952.0,Normal,e7:b2:33:b9:4d:89,0
2026-01-04 01:05:49,117.132.134.42,43.178.168.221,6694,21,UDP,606.0,65.0,420.0,0.8980304553839475,5,28461.0,12600.0,DoS,9d:45:39:db:f9:8c,1
2026-01-01 22:46:48,201.44.112.251,206.67.149.215,8156,53,UDP,766.0,570.0,3466.0,0.9817631159386805,16,44352.0,29313.0,Normal,f8:c5:ba:73:c4:23,0
2026-01-06 02:39:02,228.218.38.148,8.32.43.189,43543,53,TCP,1818.0,595.0,2248.0,0.5947464984491813,18,24078.0,28033.0,Probe,0a:79:80:24:88:83,0
2026-01-02 08:39:57,137.40.144.75,47.86.223.198,6836,22,UDP,785.0,634.0,2237.0,0.12602212136191637,24,55747.0,40560.0,Normal,35:60:31:62:5d:d5,1
2026-01-03 12:07:42,167.58.209.39,6.251.14.205,46627,443,ICMP,,325.0,,0.4789913972461227,23,,,Normal,22:a1:59:a6:72:7b,1
2026-01-02 10:42:56,49.127.225.139,83.195.31.228,25657,53,ICMP,1527.0,,5050.0,,0,55989.0,39344.0,Probe,ae:cc:ae:7a:55:8c,0
2026-01-01 05:22:39,206.106.79.21,109.65.33.213,42088,8080,UDP,1878.0,455.0,3588.0,0.825229196760202,20,1725.0,48227.0,Normal,03:8c:2c:bb:04:e7,1
2026-01-01 04:37:24,197.176.60.58,217.11.196.225,38192,53,UDP,780.0,363.0,404.0,0.8913605731300147,15,26985.0,53912.0,Suspicious,35:26:b7:d0:78:99,0
2026-01-04 00:19:23,141.104.3.159,116.51.220.155,40675,80,TCP,812.0,623.0,4978.0,0.30686375538220667,1,11040.0,42365.0,DoS,81:53:14:a9:d9:86,1
2026-01-02 19:51:36,,168.115.132.79,57748,22,ICMP,1332.0,304.0,3456.0,0.22331316648075006,20,23752.0,22253.0,Normal,,1
2026-01-05 23:07:38,197.178.51.148,84.133.229.179,32963,53,ICMP,1193.0,468.0,5800.0,0.15167039721692888,13,56762.0,12346.0,DoS,b9:75:fb:40:c1:03,1
2026-01-04 16:21:13,5.247.108.198,94.190.179.12,38153,53,TCP,1025.0,686.0,3160.0,0.259361964628267,24,18824.0,28915.0,Normal,4e:51:75:85:87:0b,1
2026-01-04 23:48:44,189.232.144.254,174.254.82.85,6949,8080,ICMP,1693.0,306.0,1969.0,0.5397433948372856,3,29537.0,36342.0,Normal,a5:d9:13:05:25:71,0
2026-01-01 10:29:26,202.132.150.19,224.123.65.201,16092,22,ICMP,1821.0,677.0,4799.0,0.013623782205463786,12,15894.0,25077.0,Normal,a9:d8:52:63:1c:19,0
2026-01-04 05:41:39,85.201.35.120,38.45.145.234,8883,21,UDP,1620.0,755.0,1000.0,0.6284694363444824,24,27806.0,61701.0,Normal,41:0b:d2:b3:04:a6,1
2026-01-06 14:36:22,35.112.11.41,45.194.241.207,57158,53,UDP,386.0,22.0,2323.0,0.8965339815284015,7,49122.0,57282.0,Normal,ec:ad:bb:38:44:90,0
2026-01-06 04:32:12,54.210.19.41,1.170.169.192,13013,21,TCP,1715.0,557.0,2122.0,0.3848486028934931,12,17487.0,17376.0,Normal,ca:c7:fc:52:5f:39,0
2026-01-01 11:47:20,209.189.138.36,106.28.184.4,20980,21,ICMP,260.0,199.0,2480.0,0.24515272295300272,11,14700.0,19955.0,Probe,8c:f7:76:40:d7:cd,0
2026-01-01 21:47:59,0.251.158.62,123.139.156.186,11294,53,TCP,1462.0,174.0,1709.0,0.3023310374986984,6,11657.0,15575.0,Normal,7c:0a:35:5f:9e:2a,0
2026-01-03 07:59:06,85.32.234.104,247.56.25.105,22876,53,UDP,666.0,465.0,1390.0,0.5799387433454016,18,49377.0,27601.0,Normal,7b:50:f5:1f:af:f0,0
2026-01-04 10:36:34,209.252.13.195,39.173.165.73,64418,53,UDP,332.0,414.0,2738.0,0.36056514060336475,18,724.0,11623.0,Normal,15:f8:d7:63:02:8f,0
2026-01-06 17:42:28,246.124.159.32,210.76.203.183,32607,80,TCP,1151.0,349.0,5450.0,0.02442308356974321,7,22794.0,45608.0,Normal,62:8a:f5:b5:ff:73,0
2026-01-03 06:29:35,224.166.165.207,204.182.116.167,17406,80,UDP,1128.0,746.0,461.0,0.8691951182887092,22,54099.0,31443.0,Suspicious,d7:71:29:67:5f:f5,1
2026-01-06 12:57:35,187.103.20.159,159.48.101.147,53431,8080,TCP,1932.0,433.0,5205.0,0.3150982868256572,0,27995.0,2404.0,Suspicious,54:cd:15:00:26:ca,0
2026-01-04 15:34:16,89.124.0.96,1.223.45.32,39356,53,TCP,1144.0,238.0,3538.0,0.8400566323117736,1,42547.0,21583.0,Suspicious,8c:2d:86:49:aa:67,1
2026-01-01 21:47:45,25.63.242.59,223.124.212.37,19111,443,TCP,712.0,49.0,5822.0,0.0476542234688796,3,42621.0,9085.0,Normal,52:58:ca:fd:f6:79,0
2026-01-01 16:26:40,2.30.17.59,58.12.241.20,18843,80,TCP,1887.0,99.0,858.0,0.9690502624068196,11,11645.0,42490.0,Probe,c7:ac:02:45:81:7c,1
2026-01-05 16:56:32,198.191.86.29,120.146.142.68,44010,22,UDP,309.0,389.0,1339.0,0.0442147201805847,15,59631.0,29559.0,Normal,be:8a:4b:55:28:37,0
2026-01-05 16:35:47,106.199.92.19,147.236.190.63,58326,53,UDP,1421.0,544.0,4233.0,0.8387725155306471,18,49889.0,14146.0,Suspicious,c9:cc:b3:0c:d2:20,1
2026-01-01 14:04:09,,241.209.73.122,6267,443,TCP,1336.0,701.0,1839.0,0.18945796652019176,8,1574.0,23188.0,Probe,,0
2026-01-03 16:18:19,,160.38.155.2,30299,53,ICMP,,628.0,,0.21862447563749876,22,,,Normal,,1
2026-01-02 00:13:42,250.208.2.162,247.96.58.57,21551,443,UDP,,13.0,,0.3877960896991046,5,,,Normal,d0:0b:3b:f2:6a:69,0
2026-01-05 21:35:36,58.204.138.79,119.25.227.158,28903,22,TCP,451.0,720.0,5653.0,0.10880286892391111,7,15826.0,41667.0,Normal,a8:b9:a5:71:a6:2d,0
2026-01-02 03:48:20,160.69.248.219,181.69.36.90,41285,443,UDP,1294.0,383.0,947.0,0.49360429447517373,0,28421.0,48297.0,DoS,39:e1:1c:88:87:ba,1
2026-01-06 18:01:04,144.5.121.63,216.188.124.111,24985,22,UDP,1795.0,20.0,2879.0,0.7760684413261695,3,390.0,63321.0,Normal,6d:df:af:1f:28:4c,0
2026-01-03 02:46:49,83.75.170.121,22.191.254.66,22506,80,ICMP,1071.0,65.0,5785.0,0.9098117037829712,4,7284.0,3896.0,Normal,4b:be:5a:b4:4a:d2,0
2026-01-03 15:05:38,166.185.135.216,99.242.23.73,64556,443,UDP,1330.0,508.0,4019.0,0.7773473139051278,24,38253.0,13988.0,Normal,68:1c:6e:9a:1f:3e,1
2026-01-03 12:18:17,224.105.38.110,106.163.211.49,42044,443,ICMP,193.0,449.0,858.0,0.4679995216557832,0,11477.0,18838.0,Suspicious,f8:3a:e3:13:2b:f0,0
2026-01-03 16:53:46,48.241.155.109,105.22.94.142,17155,21,UDP,1307.0,639.0,3804.0,0.01648924510587646,8,12881.0,32405.0,Probe,d4:57:47:15:69:55,0
2026-01-02 11:45:03,64.177.218.9,219.173.80.133,37826,22,ICMP,1322.0,500.0,3319.0,0.4842406262862091,17,31734.0,18801.0,Normal,41:78:b1:39:dc:95,0
2026-01-05 03:08:49,27.52.90.57,16.241.230.25,23321,53,ICMP,1432.0,251.0,480.0,0.8559972323639277,0,27513.0,10183.0,Normal,84:b8:42:ee:aa:36,0
2026-01-02 16:00:23,176.113.106.23,97.154.88.56,3038,80,UDP,1426.0,567.0,677.0,0.7910177773043606,16,38058.0,28445.0,Suspicious,dc:87:74:da:7b:58,0
2026-01-01 20:54:02,153.147.48.232,71.188.213.65,18932,8080,TCP,989.0,776.0,1946.0,0.27126836876787097,10,2138.0,60747.0,DoS,b1:9e:41:da:44:40,1
2026-01-04 17:53:38,,133.73.150.243,55048,8080,ICMP,771.0,92.0,213.0,0.1856599994312308,17,27464.0,31260.0,Normal,,0
2026-01-04 04:00:03,30.31.156.101,158.221.48.166,59452,21,TCP,1486.0,255.0,3730.0,0.3294328572153248,19,45185.0,11967.0,Normal,f6:fe:b9:ba:a5:a0,1
2026-01-02 01:59:24,207.212.149.212,215.72.238.20,6046,53,ICMP,611.0,518.0,4815.0,0.7446469083158591,23,52285.0,22604.0,Normal,ae:0b:82:a5:da:d7,1
2026-01-06 05:57:27,,108.207.80.210,31255,53,TCP,849.0,367.0,350.0,0.2445707914541363,14,17035.0,309.0,Normal,,0
2026-01-01 17:24:03,222.84.148.177,70.52.152.202,25210,443,UDP,,658.0,,0.9675740619986851,19,,,Normal,71:e9:36:25:d0:a5,1
2026-01-02 14:53:19,33.130.225.97,237.113.219.30,17178,21,UDP,1865.0,662.0,2071.0,0.49578203111488706,17,11069.0,58137.0,Normal,ad:c2:02:44:10:dc,0
,226.12.236.82,219.159.68.2,57004,22,ICMP,930.0,546.0,1201.0,0.7703913604956487,3,57816.0,16113.0,Normal,48:32:bc:24:5b:62,0
2026-01-02 20:03:53,238.205.66.37,155.151.107.133,52696,80,TCP,1618.0,645.0,4783.0,0.9848044425814695,7,22943.0,25857.0,Suspicious,3d:71:29:14:f3:10,1
2026-01-02 00:01:14,159.56.209.87,11.7.183.19,61355,443,TCP,674.0,372.0,1506.0,0.2378044077285495,3,57774.0,37929.0,Normal,ee:f2:fe:eb:f6:91,0
2026-01-05 00:10:51,,94.174.133.164,16833,53,UDP,901.0,786.0,969.0,0.43878050788331724,1,16084.0,53997.0,DoS,,1
2026-01-04 22:28:38,74.248.15.207,214.55.127.110,13119,21,TCP,274.0,115.0,5267.0,0.9828821136391911,18,27428.0,59400.0,Normal,0e:04:d7:32:72:0f,0
2026-01-06 17:20:16,80.38.183.117,204.28.54.238,41100,22,TCP,1527.0,538.0,4463.0,0.5678182154757444,22,11257.0,60459.0,Normal,6a:32:fa:4d:10:e3,1
2026-01-05 23:34:29,49.218.130.70,54.75.65.56,61305,21,ICMP,1321.0,297.0,3694.0,0.9231046565924609,18,52649.0,61872.0,Probe,9b:99:fa:8f:98:d7,0
2026-01-02 01:23:07,225.133.200.29,29.248.119.137,12377,53,ICMP,1608.0,753.0,2991.0,0.18078906193285427,22,2522.0,20093.0,Normal,89:73:5e:28:d0:84,1
2026-01-05 17:13:59,240.19.25.15,107.102.40.18,7290,443,UDP,1172.0,141.0,4203.0,0.369846392851057,4,39860.0,42755.0,Normal,9d:2b:33:e5:08:0d,0
2026-01-02 01:38:41,182.99.224.82,254.113.100.205,23454,8080,TCP,1413.0,416.0,3266.0,0.15015996757186578,19,50211.0,4906.0,Normal,76:dd:19:69:a3:17,1
2026-01-03 21:55:28,184.41.90.26,166.204.207.9,52411,8080,ICMP,,543.0,,0.3127992240459153,10,,,Normal,39:17:89:53:b6:6d,0
2026-01-05 16:33:15,202.8.220.160,123.174.127.19,6175,443,ICMP,1946.0,505.0,2548.0,0.5098931375217509,7,42213.0,23406.0,DoS,98:8f:48:66:56:44,1
2026-01-03 02:37:07,71.87.196.214,3.248.240.239,34024,22,TCP,1507.0,302.0,1623.0,0.4281271025170821,1,53639.0,63870.0,Normal,a6:b9:4a:14:84:e1,0
2026-01-02 23:46:39,14.35.212.111,252.163.122.196,39226,443,TCP,383.0,739.0,3887.0,0.9824719306364936,22,33022.0,54620.0,Normal,fe:5e:c4:32:44:1c,1
2026-01-03 15:18:33,165.111.62.67,109.74.51.224,60320,22,UDP,1575.0,311.0,225.0,0.6588490429581138,3,35165.0,17368.0,Normal,21:99:ef:6c:8a:df,0
2026-01-02 08:34:25,14.165.57.206,18.56.187.178,10904,80,UDP,841.0,178.0,2794.0,0.8421280725074435,17,2671.0,36298.0,Probe,34:df:28:2c:88:99,0
2026-01-01 00:43:45,108.34.179.50,151.217.116.222,5541,443,ICMP,1506.0,686.0,5740.0,0.2830658623483078,9,55163.0,49527.0,Normal,82:9d:f4:d5:fb:89,0
2026-01-04 07:20:58,178.213.14.120,187.235.225.21,17865,8080,ICMP,1682.0,490.0,3790.0,0.45797283475891615,2,51880.0,51545.0,Normal,d7:5e:f7:46:d4:77,0
2026-01-05 07:46:33,180.158.81.230,58.123.123.43,15853,22,TCP,514.0,10.0,2016.0,0.7964896393564099,1,12684.0,36759.0,Suspicious,c1:f8:9b:d3:6b:dc,0
2026-01-01 06:21:37,10.61.23.129,205.144.99.232,12923,80,TCP,977.0,460.0,1128.0,0.2043388518858349,19,28862.0,39102.0,Normal,bb:ec:fd:09:f8:cd,1
2026-01-03 00:18:03,28.58.10.247,187.179.46.33,44505,8080,TCP,1045.0,88.0,1270.0,0.4235873942042966,11,12158.0,47317.0,Normal,76:ae:72:61:dc:84,0
2026-01-06 10:37:27,11.129.253.210,23.173.75.39,29632,21,UDP,1475.0,30.0,2691.0,0.9911991920744841,13,56949.0,61029.0,Suspicious,93:9e:55:ff:6b:df,1
2026-01-02 22:31:09,249.162.119.139,53.54.62.244,40304,22,TCP,398.0,428.0,140.0,0.1096790796745698,5,44775.0,60066.0,Normal,b1:a7:3f:35:6c:fc,0
2026-01-02 11:20:04,46.74.164.134,254.10.188.191,11878,443,UDP,546.0,169.0,4941.0,0.8580173750791456,20,54992.0,58040.0,Normal,4d:de:0d:fb:7b:6b,1
2026-01-01 11:38:23,63.247.60.3,124.129.194.11,34393,8080,TCP,1303.0,424.0,2017.0,0.37243252660700343,17,52344.0,29183.0,Normal,b0:56:51:64:47:0b,0
2026-01-02 14:07:21,50.243.59.249,15.119.251.212,14419,53,ICMP,62.0,407.0,1279.0,0.023426971988242618,14,32559.0,40141.0,Normal,54:e9:3e:bc:6c:95,0
