Traffic_Flag,Login_Attempts,Connection_Duration,Packets_Per_Second,Error_Rate,Packet_Size,Label
3,15,363.0,404.0,0.8913605731300147,780.0,0
0,1,623.0,4978.0,0.3068637553822066,812.0,1
1,20,304.0,3456.0,0.22331316648075,1332.0,1
0,13,468.0,5800.0,0.1516703972169288,1193.0,1
1,24,686.0,3160.0,0.259361964628267,1025.0,1
1,3,306.0,1969.0,0.5397433948372856,1693.0,0
1,12,677.0,4799.0,0.0136237822054637,1821.0,0
1,24,755.0,1000.0,0.6284694363444824,1620.0,1
1,7,22.0,2323.0,0.8965339815284015,386.0,0
1,12,557.0,2122.0,0.3848486028934931,1715.0,0
2,11,199.0,2480.0,0.2451527229530027,260.0,0
1,6,174.0,1709.0,0.3023310374986984,1462.0,0
1,18,465.0,1390.0,0.5799387433454016,666.0,0
1,18,414.0,2738.0,0.3605651406033647,332.0,0
1,7,349.0,5450.0,0.0244230835697432,1151.0,0
3,22,746.0,461.0,0.8691951182887092,1128.0,1
3,0,433.0,5205.0,0.3150982868256572,1932.0,0
3,1,238.0,3538.0,0.8400566323117736,1144.0,0
1,3,49.0,5822.0,0.0476542234688796,712.0,0
2,11,99.0,858.0,0.9690502624068196,1887.0,1
1,15,389.0,1339.0,0.0442147201805847,309.0,0
3,18,544.0,4233.0,0.8387725155306471,1421.0,0
2,8,701.0,1839.0,0.1894579665201917,1336.0,0
1,22,628.0,2971.0,0.2186244756374987,1006.0,1
1,5,13.0,2971.0,0.3877960896991046,1006.0,0
1,7,720.0,5653.0,0.1088028689239111,451.0,0
0,0,383.0,947.0,0.4936042944751737,1294.0,1
1,3,20.0,2879.0,0.7760684413261695,1795.0,0
1,4,65.0,5785.0,0.9098117037829712,1071.0,0
1,24,508.0,4019.0,0.7773473139051278,1330.0,1
3,0,449.0,858.0,0.4679995216557832,193.0,0
2,8,639.0,3804.0,0.0164892451058764,1307.0,0
1,17,500.0,3319.0,0.4842406262862091,1322.0,0
1,0,251.0,480.0,0.8559972323639277,1432.0,0
3,16,567.0,677.0,0.7910177773043606,1426.0,0
0,10,776.0,1946.0,0.2712683687678709,989.0,1
1,17,92.0,213.0,0.1856599994312308,771.0,0
1,19,255.0,3730.0,0.3294328572153248,1486.0,1
1,23,518.0,4815.0,0.7446469083158591,611.0,1
1,14,367.0,350.0,0.2445707914541363,849.0,0
1,19,658.0,2971.0,0.9675740619986852,1006.0,1
1,17,662.0,2071.0,0.495782031114887,1865.0,0
1,3,546.0,1201.0,0.7703913604956487,930.0,0
3,7,645.0,4783.0,0.9848044425814696,1618.0,1
1,3,372.0,1506.0,0.2378044077285495,674.0,0
0,1,786.0,969.0,0.4387805078833172,901.0,1
1,18,115.0,5267.0,0.9828821136391912,274.0,0
1,22,538.0,4463.0,0.5678182154757444,1527.0,1
2,18,297.0,3694.0,0.9231046565924608,1321.0,0
1,22,753.0,2991.0,0.1807890619328542,1608.0,1
1,4,141.0,4203.0,0.369846392851057,1172.0,0
1,19,416.0,3266.0,0.1501599675718657,1413.0,1
1,10,543.0,2971.0,0.3127992240459153,1006.0,0
0,7,505.0,2548.0,0.5098931375217509,1946.0,1
1,1,302.0,1623.0,0.4281271025170821,1507.0,0
1,22,739.0,3887.0,0.9824719306364936,383.0,1
1,3,311.0,225.0,0.6588490429581138,1575.0,0
2,17,178.0,2794.0,0.8421280725074435,841.0,0
1,9,686.0,5740.0,0.2830658623483078,1506.0,0
1,2,490.0,3790.0,0.4579728347589161,1682.0,0
3,1,10.0,2016.0,0.7964896393564099,514.0,0
1,19,460.0,1128.0,0.2043388518858349,977.0,1
1,11,88.0,1270.0,0.4235873942042966,1045.0,0
3,13,30.0,2691.0,0.991199192074484,1475.0,1
1,5,428.0,140.0,0.1096790796745698,398.0,0
1,20,169.0,4941.0,0.8580173750791456,546.0,1
1,17,424.0,2017.0,0.3724325266070034,1303.0,0
1,14,407.0,1279.0,0.0234269719882426,62.0,0
1,19,59.0,2999.0,0.1325411126086003,1702.0,1
1,20,205.0,1609.0,0.8570135818235184,1677.0,1
3,19,631.0,4381.0,0.8219893021304923,333.0,1
1,7,141.0,2971.0,0.9534869900153906,1006.0,1
1,15,504.0,3763.0,0.5196576229115148,1055.0,0
3,7,504.0,5237.0,0.4675629944236688,1867.0,0
1,16,158.0,4847.0,0.7362902274946571,1771.0,0
1,21,196.0,5562.0,0.4834977239011221,1236.0,1
1,18,282.0,1682.0,0.5903968994872956,1306.0,0
1,10,409.0,5375.0,0.0102660382591978,310.0,0
1,2,96.0,5533.0,0.616521576865036,828.0,0
1,18,104.0,292.0,0.3654676508575881,675.0,0
1,6,542.0,2971.0,0.3412235864374813,1006.0,0
1,16,263.0,3150.0,0.7586605608220246,731.0,0
1,18,282.0,2010.0,0.0935638412588872,588.0,0
1,11,47.0,5429.0,0.6782619991105673,322.0,0
1,12,212.0,4478.0,0.3101139512261984,528.0,0
3,2,709.0,5446.0,0.949822285726167,1592.0,1
1,24,400.0,468.0,0.4961485432834901,516.0,1
1,7,724.0,1947.0,0.8528571825975185,1742.0,1
3,22,119.0,5405.0,0.564691472821221,1916.0,1
1,22,698.0,2971.0,0.0709517131301858,1006.0,1
1,17,176.0,2971.0,0.7626787390664932,1006.0,0
2,9,259.0,2933.0,0.1833226801571927,168.0,0
0,12,602.0,4059.0,0.973611168094168,1791.0,1
2,19,271.0,3110.0,0.5624314624463874,1330.0,1
1,11,700.0,4448.0,0.0367959591754099,1827.0,0
3,22,397.0,4482.0,0.6573259992889209,1640.0,1
3,2,664.0,2501.0,0.9600147942407292,1405.0,0
0,4,52.0,3749.0,0.454244289400639,517.0,1
1,18,686.0,1112.0,0.9260164816527912,793.0,0
0,9,696.0,1491.0,0.2195106791392446,1133.0,1
3,9,52.0,2971.0,0.4960797410626401,1006.0,1
1,15,697.0,3508.0,0.24776665079336,920.0,0
0,20,400.0,3678.0,0.4961485432834901,1475.0,1
1,16,666.0,1783.0,0.5025595251214057,211.0,0
1,3,400.0,1754.0,0.4961485432834901,398.0,0
1,17,80.0,2720.0,0.8646535221111418,150.0,0
3,10,731.0,180.0,0.4261934742954968,1506.0,0
3,8,513.0,4425.0,0.1115028408882363,1793.0,0
1,7,228.0,5510.0,0.3492042454302073,1198.0,0
2,15,631.0,2971.0,0.2103591039632723,1006.0,0
1,8,505.0,3287.0,0.3097006571202862,241.0,0
1,10,585.0,728.0,0.4084336631871114,894.0,0
3,9,298.0,2107.0,0.9162604983278232,123.0,0
2,9,383.0,5295.0,0.0020048445939355,1499.0,0
3,6,74.0,4067.0,0.077425197696896,1284.0,0
1,5,190.0,1332.0,0.4056626058098328,381.0,0
1,17,624.0,5347.0,0.6566245573348216,413.0,0
1,1,250.0,2279.0,0.0660652133850143,76.0,0
1,6,257.0,1057.0,0.7184773559031956,849.0,0
1,11,740.0,4939.0,0.0665211737900237,1703.0,0
1,4,466.0,5868.0,0.9986735319619034,867.0,0
1,8,415.0,1680.0,0.5945485120227968,941.0,0
1,21,722.0,1250.0,0.6166935813947099,147.0,1
1,1,146.0,5657.0,0.4457852037673575,945.0,0
1,7,484.0,2343.0,0.8308369379188293,902.0,0
1,0,584.0,2575.0,0.2058112760870014,328.0,0
1,15,426.0,5024.0,0.4638201977410146,442.0,0
1,22,115.0,2971.0,0.398835043138337,1006.0,1
1,11,599.0,5966.0,0.2086210056479764,287.0,0
1,16,322.0,270.0,0.9282623201386088,498.0,0
1,5,400.0,3362.0,0.4961485432834901,1928.0,1
1,10,124.0,1652.0,0.1188476685194421,591.0,0
1,9,458.0,5792.0,0.994697601539298,1384.0,0
2,23,652.0,5211.0,0.0501122001968643,393.0,1
3,6,547.0,1116.0,0.3840017071322871,85.0,0
1,21,723.0,1922.0,0.228152474637611,1184.0,1
1,1,590.0,2586.0,0.6902170953386257,200.0,0
1,23,99.0,1798.0,0.607903051183019,1281.0,1
3,22,80.0,3553.0,0.41979800147726,1765.0,1
1,19,432.0,2971.0,0.0307256255703487,1006.0,1
0,7,231.0,2118.0,0.9015432775506066,665.0,1
1,15,212.0,1603.0,0.0802753540276157,1318.0,0
2,9,706.0,5516.0,0.7217460661926746,468.0,0
1,9,154.0,1304.0,0.7385527778904608,46.0,0
3,12,273.0,1380.0,0.185941332658802,1695.0,1
1,16,400.0,5266.0,0.4961485432834901,514.0,0
1,3,5.0,67.0,0.399398120046861,390.0,0
1,19,132.0,2270.0,0.3184502842824673,1164.0,1
1,13,439.0,2971.0,0.5918694136839292,1006.0,0
1,23,645.0,4486.0,0.6387816152185591,355.0,1
1,8,395.0,2220.0,0.5133859226855066,1959.0,0
1,4,457.0,749.0,0.6948523295797663,399.0,0
1,23,744.0,654.0,0.792260954163888,137.0,1
0,23,331.0,1617.0,0.9155080374251584,775.0,1
1,11,654.0,1324.0,0.5315041456891931,546.0,0
1,17,735.0,260.0,0.3946056717360146,514.0,0
1,12,363.0,4744.0,0.7757039276919471,139.0,0
1,22,711.0,945.0,0.973658063194634,1376.0,1
1,1,620.0,3763.0,0.6902196866442193,935.0,0
1,13,337.0,5347.0,0.6994894054015391,1455.0,0
1,3,272.0,2971.0,0.99227455841879,1006.0,0
1,21,583.0,2588.0,0.1054884474653681,1360.0,1
1,17,544.0,740.0,0.4612190684229892,1442.0,0
2,2,407.0,1757.0,0.6269661024807639,379.0,0
1,0,182.0,1927.0,0.6676251511593391,482.0,0
1,10,286.0,3191.0,0.0647298694536036,1742.0,0
1,11,565.0,5671.0,0.708569785334753,1615.0,0
3,14,267.0,3745.0,0.6886996863976657,934.0,1
1,4,434.0,5882.0,0.1101916191716403,952.0,0
3,14,254.0,1292.0,0.6789589029494637,245.0,0
3,18,534.0,2283.0,0.3215457111285279,635.0,0
3,17,611.0,1039.0,0.5151778718713381,1106.0,0
1,11,193.0,4281.0,0.2445685939163214,222.0,0
0,5,195.0,5834.0,0.3954127818790566,489.0,1
2,10,671.0,77.0,0.932740876395399,71.0,0
1,2,668.0,4280.0,0.2162602098057263,1886.0,0
1,14,564.0,3841.0,0.5163089075173419,684.0,0
1,16,278.0,3959.0,0.0197399779679606,1310.0,0
1,2,618.0,5112.0,0.3301541379764788,1482.0,0
0,11,650.0,5195.0,0.4045431524823841,810.0,1
2,19,634.0,1315.0,0.5716106078392846,1218.0,1
1,17,154.0,5324.0,0.7508853649996153,548.0,0
1,20,385.0,552.0,0.1406088369750072,238.0,1
1,22,283.0,2971.0,0.8320467091843418,1006.0,1
3,9,605.0,660.0,0.7404896775743379,692.0,0
2,16,309.0,4007.0,0.2395748176260508,653.0,0
1,4,80.0,1024.0,0.4615527105146562,1314.0,0
1,2,194.0,2984.0,0.997398746332861,700.0,0
2,24,613.0,2971.0,0.9953187837012736,1006.0,1
1,19,131.0,576.0,0.775381425016644,1192.0,1
1,9,778.0,4671.0,0.6420460875635914,1996.0,0
1,4,791.0,5333.0,0.1584646047140571,594.0,0
1,9,400.0,140.0,0.4961485432834901,568.0,0
1,0,562.0,360.0,0.9392450712908746,585.0,0
1,6,621.0,2971.0,0.4864406235798492,1006.0,0
1,14,76.0,1632.0,0.5190451837222555,1754.0,0
1,5,244.0,3601.0,0.9973923595379734,219.0,0
2,23,644.0,5267.0,0.0935928927453271,1345.0,1
1,3,739.0,3240.0,0.5967823427499667,551.0,0
1,1,524.0,2735.0,0.9183090390939576,475.0,0
1,0,780.0,234.0,0.5654572047170242,184.0,0
2,20,490.0,3871.0,0.9456143499638556,844.0,1
0,4,11.0,2846.0,0.4246714225393364,1347.0,1
1,18,645.0,4700.0,0.0618067377799604,225.0,0
1,5,17.0,2971.0,0.8618547193171553,1006.0,1
2,17,400.0,2244.0,0.4961485432834901,431.0,0
1,14,407.0,2620.0,0.2590970412673619,1199.0,0
1,5,7.0,5929.0,0.6114109449447066,665.0,0
1,1,125.0,2395.0,0.7267753310628721,1828.0,0
1,3,682.0,1402.0,0.017599601546368,552.0,0
1,9,174.0,3523.0,0.6328952702434937,640.0,0
1,10,460.0,3843.0,0.9275109032661952,1310.0,0
0,10,734.0,149.0,0.8119668696962645,248.0,1
3,17,400.0,3125.0,0.4961485432834901,374.0,0
1,20,563.0,1408.0,0.821763051307105,1944.0,1
0,16,737.0,2841.0,0.2250084394513366,1683.0,1
1,3,322.0,1634.0,0.9992766351874336,1492.0,0
1,8,270.0,3127.0,0.9423170081864828,661.0,0
1,20,675.0,2971.0,0.9132430112794164,1006.0,1
1,3,520.0,3167.0,0.3705061069190005,746.0,0
3,10,2.0,1818.0,0.7531724830280622,800.0,0
1,5,236.0,1028.0,0.2841315832740503,1465.0,0
1,15,481.0,697.0,0.4394258637786691,870.0,0
2,22,98.0,5281.0,0.6299978354808786,694.0,1
1,19,322.0,5795.0,0.274666658981257,1604.0,1
1,7,213.0,2971.0,0.9575280536411918,1006.0,0
1,22,610.0,1394.0,0.5568681935592563,1334.0,1
1,22,5.0,2658.0,0.4059308567058808,693.0,1
3,13,512.0,865.0,0.9052901845995596,1692.0,1
1,21,194.0,1601.0,0.9727613970804484,393.0,1
1,6,535.0,1650.0,0.5743281369541442,1947.0,0
3,12,576.0,368.0,0.8865724156025512,1449.0,0
1,13,14.0,2057.0,0.6514885997562149,590.0,0
1,16,76.0,2971.0,0.4782811972623755,1006.0,0
1,4,213.0,2971.0,0.2079682194737353,1006.0,0
1,18,657.0,2608.0,0.6549541649557354,143.0,0
2,18,380.0,1433.0,0.8997819334867256,1732.0,1
0,24,552.0,3468.0,0.6890850274977087,441.0,1
2,16,564.0,3532.0,0.6296989865172866,1596.0,0
1,16,485.0,5145.0,0.2134916444785052,1653.0,0
1,1,491.0,3680.0,0.924266792916938,1824.0,1
3,8,253.0,941.0,0.1248874931941057,870.0,0
1,1,545.0,709.0,0.9290770787943738,105.0,0
1,9,645.0,60.0,0.5208044319067199,1323.0,0
3,17,5.0,2179.0,0.9796318661355358,108.0,0
0,17,607.0,1807.0,0.0555119719998301,89.0,1
3,9,485.0,578.0,0.6304992700095683,619.0,0
0,22,543.0,4358.0,0.6655880053822033,377.0,1
1,5,183.0,2971.0,0.0689449373431816,1006.0,0
1,13,90.0,4536.0,0.5118879681653339,1647.0,0
2,3,185.0,2211.0,0.1194291670410899,364.0,0
1,2,780.0,4452.0,0.1962341576808616,1932.0,0
1,14,228.0,3471.0,0.7594957811857305,1492.0,0
1,9,436.0,1008.0,0.4538999733055033,300.0,0
2,24,397.0,1229.0,0.8548021217532206,1446.0,1
3,23,764.0,5167.0,0.3311504176199447,757.0,1
1,9,156.0,1425.0,0.6235228206977822,203.0,0
0,18,654.0,1426.0,0.178207466986767,640.0,1
1,8,76.0,3925.0,0.6251000914923354,998.0,0
1,14,652.0,543.0,0.629370044495685,378.0,0
1,4,793.0,2815.0,0.3593098492465798,1187.0,0
2,3,230.0,2386.0,0.2671880310894521,193.0,0
1,7,641.0,3454.0,0.2108040393326505,1804.0,0
1,7,415.0,2971.0,0.047114631287636,1006.0,0
1,23,194.0,2904.0,0.1497501964530392,1663.0,1
3,15,362.0,2734.0,0.0729652400313949,1185.0,0
1,4,227.0,2971.0,0.0692576657111065,1006.0,0
1,17,376.0,4048.0,0.2630919152466088,1836.0,0
1,5,263.0,897.0,0.1300497056387219,137.0,0
1,2,569.0,4058.0,0.8461031612745179,1521.0,1
3,3,272.0,2971.0,0.671377664785121,1006.0,0
3,6,98.0,802.0,0.5962117580628222,1365.0,0
3,6,232.0,2971.0,0.7935028225586207,1006.0,0
1,12,188.0,4609.0,0.5571443239543163,121.0,0
2,23,19.0,2118.0,0.9408457176501004,180.0,1
1,11,296.0,3307.0,0.3298893035872858,1659.0,0
1,5,287.0,2768.0,0.8493453912161609,73.0,0
1,2,272.0,4748.0,0.766630010034562,1430.0,0
0,8,287.0,4486.0,0.32775726262249,107.0,1
1,21,304.0,819.0,0.234192081693099,89.0,1
1,24,612.0,3912.0,0.3382040454558471,1274.0,1
3,24,593.0,3839.0,0.9696267856796772,1444.0,1
1,10,356.0,2971.0,0.8312030833793744,1006.0,0
1,24,234.0,786.0,0.5651505613414803,150.0,1
1,19,456.0,3917.0,0.7033530214543547,954.0,1
1,3,488.0,4238.0,0.8255094910273614,74.0,0
1,21,400.0,2457.0,0.4961485432834901,1994.0,1
1,16,719.0,3272.0,0.9155546488032156,66.0,0
1,18,92.0,2343.0,0.1265891698720864,1655.0,0
1,18,299.0,4247.0,0.2735698510209625,1651.0,0
3,10,447.0,1332.0,0.9177007897169672,1552.0,1
1,22,400.0,368.0,0.4961485432834901,627.0,1
1,0,5.0,2244.0,0.2217411719235216,56.0,0
3,20,409.0,1973.0,0.3496972676959637,960.0,1
2,17,143.0,2971.0,0.2884840905009317,1006.0,0
2,8,664.0,1591.0,0.9973156997217516,1752.0,1
0,13,316.0,712.0,0.115467079543289,1545.0,1
1,1,448.0,2971.0,0.5391757268713037,1006.0,0
1,0,39.0,545.0,0.0236922691013068,1711.0,0
0,17,329.0,1154.0,0.1104973075834191,461.0,1
1,7,62.0,1950.0,0.1345912455455667,1694.0,0
2,5,738.0,5061.0,0.6728921286812288,1881.0,0
1,5,127.0,3185.0,0.4162465081468974,1004.0,0
1,24,366.0,4655.0,0.3105348348494847,330.0,1
1,23,73.0,2.0,0.7038164053181069,1240.0,1
1,13,337.0,5507.0,0.709091701330354,1334.0,0
1,4,424.0,3293.0,0.1180591582457237,1571.0,0
1,0,290.0,1080.0,0.9368483046727296,1987.0,1
1,3,34.0,752.0,0.8232163012013746,577.0,0
1,24,237.0,47.0,0.7022931401112597,967.0,1
2,12,750.0,4847.0,0.2660670953102106,911.0,0
1,9,685.0,2020.0,0.3871125343105012,1771.0,0
0,19,277.0,2752.0,0.9627382926677276,1230.0,1
1,11,400.0,4503.0,0.4961485432834901,630.0,0
3,12,235.0,2971.0,0.0645368039756986,1006.0,0
1,10,771.0,382.0,0.1970095484557412,1354.0,0
1,18,83.0,3394.0,0.9030155979189186,353.0,0
0,21,114.0,5391.0,0.533648586789841,248.0,1
1,18,590.0,2971.0,0.9998966896101216,1006.0,1
0,24,366.0,379.0,0.3162675533267259,687.0,1
1,24,268.0,5580.0,0.6430149776682857,1127.0,1
2,11,761.0,3736.0,0.6075901253008522,721.0,0
2,5,312.0,474.0,0.8306378164498126,792.0,0
1,5,287.0,3990.0,0.6223365128139441,732.0,0
1,2,788.0,2596.0,0.2512623578415588,1875.0,0
3,21,417.0,4914.0,0.9457961637352498,570.0,1
3,6,541.0,3847.0,0.7168798802131595,517.0,0
3,2,664.0,838.0,0.7505298429545948,978.0,0
1,12,684.0,1765.0,0.5326136588958131,978.0,0
1,18,354.0,2511.0,0.1914999785230816,1498.0,0
1,24,399.0,4818.0,0.3366407081397419,1384.0,1
1,20,154.0,5132.0,0.361448232590069,1469.0,1
1,14,400.0,4331.0,0.4961485432834901,1243.0,0
1,8,400.0,2935.0,0.4961485432834901,1750.0,0
1,15,759.0,1420.0,0.8190351711258145,1723.0,1
1,2,42.0,1086.0,0.9787939514246038,93.0,0
1,11,645.0,4617.0,0.0653172489318937,582.0,0
2,20,167.0,2971.0,0.3876092915405504,1006.0,1
1,7,564.0,4179.0,0.6986271444616986,838.0,0
0,21,666.0,5586.0,0.3777444238861591,46.0,1
1,13,565.0,2971.0,0.1634320542207076,1006.0,0
1,13,486.0,2971.0,0.8763988650810808,1006.0,0
1,24,731.0,900.0,0.3825604087140559,1921.0,1
3,13,757.0,5651.0,0.8087576154777153,1043.0,0
0,23,503.0,352.0,0.6679285682149462,342.0,1
1,13,179.0,3657.0,0.3078073306428447,808.0,0
1,4,483.0,3930.0,0.2851742427664242,1608.0,0
3,19,203.0,5827.0,0.2495141496952134,1976.0,1
1,23,775.0,857.0,0.8668433666380857,786.0,1
1,11,39.0,3257.0,0.4458451454959264,1438.0,0
1,20,400.0,4793.0,0.4961485432834901,1178.0,1
1,19,151.0,2877.0,0.8963239280553046,1049.0,1
1,6,557.0,2971.0,0.4369662559428313,1006.0,0
1,5,554.0,1820.0,0.2002059889000428,1544.0,0
1,5,74.0,152.0,0.7656970499749848,301.0,0
1,22,317.0,2047.0,0.0763924087065671,1114.0,1
1,9,334.0,4877.0,0.0687738276715312,685.0,0
3,15,306.0,2971.0,0.1063833845999231,1006.0,0
1,5,400.0,5175.0,0.4961485432834901,1661.0,0
0,6,374.0,4623.0,0.6304441795853457,1095.0,1
3,21,567.0,2971.0,0.032463226094234,1006.0,1
1,6,562.0,3345.0,0.2346620224096783,1631.0,0
1,13,788.0,1251.0,0.9109466424897764,1804.0,1
1,20,304.0,5659.0,0.4227597028638872,1605.0,1
1,1,528.0,4567.0,0.2083305524017478,904.0,0
1,24,133.0,1263.0,0.6309604753746582,1350.0,1
1,14,99.0,2971.0,0.1875013631206723,1006.0,0
1,1,400.0,2971.0,0.4961485432834901,1006.0,0
3,9,42.0,5108.0,0.1724202757434437,987.0,0
1,4,8.0,2628.0,0.8040907473462111,730.0,0
1,12,535.0,5600.0,0.9735754704952612,1845.0,1
2,24,207.0,4793.0,0.4813350651273567,1856.0,1
1,3,115.0,1315.0,0.8722649426861633,534.0,0
3,18,213.0,2971.0,0.69938084270174,1006.0,0
3,20,545.0,3848.0,0.2679249387311551,1187.0,1
1,2,762.0,1335.0,0.6644170410932821,637.0,0
1,13,330.0,2971.0,0.1662242704288811,1006.0,0
1,18,698.0,2971.0,0.2132875450500628,1006.0,0
3,14,565.0,5607.0,0.0535893947973453,839.0,0
1,18,102.0,2971.0,0.7572014626102884,1006.0,0
1,16,169.0,1346.0,0.0203623316019641,1688.0,0
2,21,56.0,5422.0,0.4544710564645043,1171.0,1
3,24,274.0,2971.0,0.7523891599775079,1006.0,1
0,1,484.0,2038.0,0.3279265734554227,113.0,1
1,4,362.0,2971.0,0.8523009063659689,1006.0,0
1,20,26.0,3202.0,0.6799636208739106,1700.0,1
1,0,76.0,5082.0,0.9337660021742704,170.0,0
1,21,259.0,5672.0,0.4525262429291348,1167.0,1
1,3,207.0,2531.0,0.7125320407505527,243.0,0
1,18,593.0,1560.0,0.0748179928039769,129.0,0
1,22,50.0,5632.0,0.6438101373032972,1752.0,1
1,15,649.0,5241.0,0.862930167112249,845.0,0
1,23,777.0,3505.0,0.2634164561576204,1886.0,1
1,18,670.0,2270.0,0.1141556799364085,1656.0,0
1,8,130.0,2887.0,0.4390617557036733,1396.0,0
1,1,314.0,1882.0,0.1192331704096253,1430.0,0
1,2,297.0,67.0,0.3958316634123322,1283.0,0
1,15,8.0,764.0,0.8216515808031487,928.0,0
2,21,600.0,5935.0,0.1050878652727919,1638.0,1
1,13,655.0,3397.0,0.2137268891144428,1672.0,0
1,6,484.0,3089.0,0.8150093672132754,543.0,0
1,17,365.0,4786.0,0.2315592109618057,971.0,0
1,8,307.0,2135.0,0.2686834933411087,463.0,0
1,22,107.0,2135.0,0.5394353957205765,1192.0,1
3,16,109.0,2368.0,0.6534733693085627,1367.0,0
1,12,362.0,4993.0,0.5456336233500179,44.0,0
0,11,724.0,2261.0,0.8993744451080709,151.0,1
